title,abstract,link,,authors,date,,,,,,
SuGaR: Surface-Aligned Gaussian Splatting for Efficient 3D Mesh Reconstruction and High-Quality Mesh Rendering,"We propose a method to allow precise and extremely fast mesh extraction from 3D Gaussian Splatting. Gaussian Splatting has recently become very popular as it yields realistic rendering while being significantly faster to train than NeRFs. It is however challenging to extract a mesh from the millions of tiny 3D gaussians as these gaussians tend to be unorganized after optimization and no method has been proposed so far. Our first key contribution is a regularization term that encourages the gaussians to align well with the surface of the scene. We then introduce a method that exploits this alignment to extract a mesh from the Gaussians using Poisson reconstruction, which is fast, scalable, and preserves details, in contrast to the Marching Cubes algorithm usually applied to extract meshes from Neural SDFs. Finally, we introduce an optional refinement strategy that binds gaussians to the surface of the mesh, and jointly optimizes these Gaussians and the mesh through Gaussian splatting rendering. This enables easy editing, sculpting, rigging, animating, compositing and relighting of the Gaussians using traditional softwares by manipulating the mesh instead of the gaussians themselves. Retrieving such an editable mesh for realistic rendering is done within minutes with our method, compared to hours with the state-of-the-art methods on neural SDFs, while providing a better rendering quality. Our project page is the following: https://anttwo.github.io/sugar/",http://arxiv.org/abs/2311.12775v3,,Antoine Gu??don (Ecole Des Ponts ParisTech) | Vincent Lepetit (Ecole Des Ponts ParisTech),2023-11-21 18:38:03+00:00,,,,,,
NOPE: Novel Object Pose Estimation from a Single Image,"The practicality of 3D object pose estimation remains limited for many applications due to the need for prior knowledge of a 3D model and a training period for new objects. To address this limitation, we propose an approach that takes a single image of a new object as input and predicts the relative pose of this object in new images without prior knowledge of the object's 3D model and without requiring training time for new objects and categories. We achieve this by training a model to directly predict discriminative embeddings for viewpoints surrounding the object. This prediction is done using a simple U-Net architecture with attention and conditioned on the desired pose, which yields extremely fast inference. We compare our approach to state-of-the-art methods and show it outperforms them both in terms of accuracy and robustness. Our source code is publicly available at https://github.com/nv-nguyen/nope",http://arxiv.org/abs/2303.13612v1,,"Van Nguyen Nguyen (Ecole Des Ponts ParisTech) | Thibault Groueix (Adobe Systems) | Georgy Ponimatkin (CIIRC, Czech Technical University, Czech Technical University Of Prague) | Yinlin Hu (Magic Leap) | Renaud Marlet (INRIA) | Mathieu Salzmann (EPFL) | Vincent Lepetit (Ecole Des Ponts ParisTech)",2023-03-23 18:55:43+00:00,,,,,,
Deformable One-shot Face Stylization via DINO Semantic Guidance,"This paper addresses the complex issue of one-shot face stylization, focusing on the simultaneous consideration of appearance and structure, where previous methods have fallen short. We explore deformation-aware face stylization that diverges from traditional single-image style reference, opting for a real-style image pair instead. The cornerstone of our method is the utilization of a self-supervised vision transformer, specifically DINO-ViT, to establish a robust and consistent facial structure representation across both real and style domains. Our stylization process begins by adapting the StyleGAN generator to be deformation-aware through the integration of spatial transformers (STN). We then introduce two innovative constraints for generator fine-tuning under the guidance of DINO semantics: i) a directional deformation loss that regulates directional vectors in DINO space, and ii) a relative structural consistency constraint based on DINO token self-similarities, ensuring diverse generation. Additionally, style-mixing is employed to align the color generation with the reference, minimizing inconsistent correspondences. This framework delivers enhanced deformability for general one-shot face stylization, achieving notable efficiency with a fine-tuning duration of approximately 10 minutes. Extensive qualitative and quantitative comparisons demonstrate our superiority over state-of-the-art one-shot face stylization methods. Code is available at https://github.com/zichongc/DoesFS",http://arxiv.org/abs/2403.00459v2,,Yang Zhou (Shenzhen University) | Zichong Chen (Shenzhen University) | Hui Huang (Shenzhen University),2024-03-01 11:30:55+00:00,,,,,,
Generating Non-Stationary Textures using Self-Rectification,,,,"Yang Zhou (Shenzhen University) | Rongjun Xiao (None) | Dani Lischinski (The Hebrew University Of Jerusalem, Israel) | Daniel Cohen-Or (Google) | Hui Huang (Shenzhen University)",,,,,,,
Distilling CLIP with Dual Guidance for Learning Discriminative Human Body Shape Representation,,,,Feng Liu (Michigan State University) | Minchul Kim (Michigan State University) | Zhiyuan Ren (Michigan State University) | Xiaoming Liu (None),,,,,,,
Robust Noisy Correspondence Learning with Equivariant Similarity Consistency,,,,Yuchen Yang (Xi'an University Of Electronic Science And Technology) | Erkun Yang (None) | Likai Wang (Xi'an University Of Electronic Science And Technology) | Cheng Deng (Xidian University),,,,,,,
TIGER: Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process,,,,Zhiyuan Ren (Michigan State University) | Minchul Kim (Michigan State University) | Feng Liu (Michigan State University) | Xiaoming Liu (None),,,,,,,
EmoGen: Emotional Image Content Generation with Text-to-Image Diffusion Models,"Recent years have witnessed remarkable progress in image generation task, where users can create visually astonishing images with high-quality. However, existing text-to-image diffusion models are proficient in generating concrete concepts (dogs) but encounter challenges with more abstract ones (emotions). Several efforts have been made to modify image emotions with color and style adjustments, facing limitations in effectively conveying emotions with fixed image contents. In this work, we introduce Emotional Image Content Generation (EICG), a new task to generate semantic-clear and emotion-faithful images given emotion categories. Specifically, we propose an emotion space and construct a mapping network to align it with the powerful Contrastive Language-Image Pre-training (CLIP) space, providing a concrete interpretation of abstract emotions. Attribute loss and emotion confidence are further proposed to ensure the semantic diversity and emotion fidelity of the generated images. Our method outperforms the state-of-the-art text-to-image approaches both quantitatively and qualitatively, where we derive three custom metrics, i.e., emotion accuracy, semantic clarity and semantic diversity. In addition to generation, our method can help emotion understanding and inspire emotional art design.",http://arxiv.org/abs/2401.04608v1,,Jingyuan Yang (Shenzhen University) | Jiawei Feng (Shenzhen University) | Hui Huang (Shenzhen University),2024-01-09 15:23:21+00:00,,,,,,
Unveiling the Unknown: Unleashing the Power of Unknown to Known in Open-Set Source-Free Domain Adaptation,,,,Fuli Wan (Xi'an University Of Electronic Science And Technology) | Han Zhao (Xidian University) | Xu Yang (Xi'an University Of Electronic Science And Technology) | Cheng Deng (Xidian University),,,,,,,
SeaBird: Segmentation in Bird?€?s View with Dice Loss Improves Monocular 3D Detection of Large Objects,,,,Abhinav Kumar (Michigan State University) | Yuliang Guo (Bosch US Research) | Xinyu Huang (Robert Bosch Research NA) | Liu Ren (Bosch Research) | Xiaoming Liu (None),,,,,,,
Long-Tail Class Incremental Learning via Independent Sub-prototype Construction,,,,Xi Wang (Xidian University) | Xu Yang (Xi'an University Of Electronic Science And Technology) | Jie Yin (None) | Kun Wei (Xidian University) | Cheng Deng (Xidian University),,,,,,,
Capture Now and Embrace Future: A Versatile Framework for Continual Test-Time Domain Adaptation,,,,Xu Yang (Xi'an University Of Electronic Science And Technology) | Xuan Chen (Xi'an University Of Electronic Science And Technology) | Moqi Li (Xi'an University Of Electronic Science And Technology) | Kun Wei (Xidian University) | Cheng Deng (Xidian University),,,,,,,
KeyPoint Relative Position Encoding for Face Recognition,,,,"Minchul Kim (Michigan State University) | Feng Liu (Michigan State University) | Yiyang Su (None) | Anil Jain (, Michigan State University) | Xiaoming Liu (None)",,,,,,,
Grounding and Enhancing Grid-based Models for Neural Fields,,,,Zelin Zhao (SJTU) | FENGLEI FAN (The Chinese University Of Hong Kong) | Wenlong Liao (Shanghai Jiao Tong University) | Junchi Yan (Shanghai Jiao Tong University),,,,,,,
Circuit Design and Efficient Simulation of Quantum Inner Product and Empirical Studies of Its Effect on Near-Term Hybrid Quantum-Classic Machine Learning,,,,Hao Xiong (Shanghai Jiao Tong University) | Yehui Tang (Shanghai Jiao Tong University) | Xinyu Ye (Shanghai Jiao Tong University) | Junchi Yan (Shanghai Jiao Tong University),,,,,,,
Boosting Order-Preserving and Transferability for Neural Architecture Search: a Joint Architecture Refined Search and Fine-tuning Approach,,,,Beichen Zhang (Shanghai Jiao Tong University) | Xiaoxing Wang (Shanghai Jiao Tong University) | Xiaohan Qin (None) | Junchi Yan (Shanghai Jiao Tong University),,,,,,,
Point2RBox: Combine Knowledge from Synthetic Visual Patterns for End-to-end Oriented Object Detection with Single Point Supervision,"With the rapidly increasing demand for oriented object detection (OOD), recent research involving weakly-supervised detectors for learning rotated box (RBox) from the horizontal box (HBox) has attracted more and more attention. In this paper, we explore a more challenging yet label-efficient setting, namely single point-supervised OOD, and present our approach called Point2RBox. Specifically, we propose to leverage two principles: 1) Synthetic pattern knowledge combination: By sampling around each labelled point on the image, we transfer the object feature to synthetic visual patterns with the known bounding box to provide the knowledge for box regression. 2) Transform self-supervision: With a transformed input image (e.g. scaled/rotated), the output RBoxes are trained to follow the same transformation so that the network can perceive the relative size/rotation between objects. The detector is further enhanced by a few devised techniques to cope with peripheral issues, e.g. the anchor/layer assignment as the size of the object is not available in our point supervision setting. To our best knowledge, Point2RBox is the first end-to-end solution for point-supervised OOD. In particular, our method uses a lightweight paradigm, yet it achieves a competitive performance among point-supervised alternatives, 41.05%/27.62%/80.01% on DOTA/DIOR/HRSC datasets.",http://arxiv.org/abs/2311.14758v1,,Yi Yu (Southeast University) | Xue Yang (Shanghai AI Laboratory) | Qingyun Li (Harbin Institute Of Technology) | Feipeng Da (Southeast University) | Jifeng Dai (Tsinghua University) | Yu Qiao (Shanghai Aritifcal Intelligence Laboratory) | Junchi Yan (Shanghai Jiao Tong University),2023-11-23 15:57:41+00:00,,,,,,
